date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2016-11-27,MRK,0,0,0,0,0
2016-11-26,MRK,0,0,0,0,0
2016-11-25,MRK,1,4,-3,9,2
2016-11-24,MRK,1,4,-3,9,2
2016-11-23,MRK,-3,2,-5,14,1
2016-11-22,MRK,2,5,-3,5,0
2016-11-21,MRK,3,5,1,3,0
2016-11-20,MRK,-1,4,-5,2,0
2016-11-19,MRK,-1,3,-5,5,0
2016-11-18,MRK,-3,-3,-3,1,0
2016-11-17,MRK,3,5,1,9,0
2016-11-16,MRK,1,4,-4,6,0
2016-11-15,MRK,2,5,-2,30,3
2016-11-14,MRK,1,5,-4,22,3
2016-11-13,MRK,-2,3,-5,2,0
2016-11-12,MRK,0,0,0,0,0
2016-11-11,MRK,3,5,-1,4,0
2016-11-10,MRK,1,5,-5,7,0
2016-11-09,MRK,1,5,-3,20,2
2016-11-08,MRK,1,5,-5,8,0
2016-11-07,MRK,-2,2,-5,19,2
2016-11-06,MRK,-1,2,-3,5,1
2016-11-05,MRK,1,5,-5,5,1
2016-11-04,MRK,-2,3,-5,21,2
2016-11-03,MRK,3,5,-1,11,1
2016-11-02,MRK,1,4,-3,29,2
2016-11-01,MRK,-2,3,-5,12,1
2016-10-31,MRK,4,5,1,5,2
2016-10-30,MRK,2,5,-3,7,2
2016-10-29,MRK,-2,2,-5,13,2
2016-10-28,MRK,-1,3,-4,21,2
2016-10-27,MRK,-1,3,-4,34,3
2016-10-26,MRK,-2,2,-5,15,1
2016-10-25,MRK,2,5,-3,92,10
2016-10-24,MRK,2,5,-2,20,4
2016-10-23,MRK,-5,-5,-5,1,2
2016-10-22,MRK,1,4,-3,8,2
2016-10-21,MRK,-1,2,-4,16,2
2016-10-20,MRK,-1,3,-3,8,1
2016-10-19,MRK,-2,2,-4,13,2
2016-10-18,MRK,2,5,-2,20,3
2016-10-17,MRK,-3,-1,-5,8,2
2016-10-16,MRK,0,0,0,0,0
2016-10-15,MRK,1,4,-3,6,2
2016-10-14,MRK,2,5,-2,21,3
