,compound,neg,neu,pos,trading_date
491,0.9421,0.023,0.834,0.143,2015-01-21
492,0.8357,0.019,0.847,0.133,2015-01-22
493,0.4019,0.034,0.892,0.075,2015-01-27
494,0.9897,0.017,0.873,0.11,2015-01-29
495,0.9595,0.0,0.775,0.225,2015-01-28
496,-0.1531,0.078,0.837,0.085,2015-01-30
497,0.25,0.055,0.845,0.1,2015-02-02
498,-0.9331,0.098,0.83,0.072,2015-02-03
499,0.4215,0.0,0.924,0.076,2015-02-06
500,-0.2732,0.033,0.937,0.03,2015-02-12
501,0.9371,0.052,0.739,0.209,2015-02-14
502,0.7184,0.0,0.76,0.24,2015-02-16
503,0.9639,0.0,0.835,0.165,2015-02-18
504,0.8407,0.0,0.92,0.08,2015-02-19
505,0.8225,0.043,0.717,0.24,2015-02-21
506,0.5423,0.018,0.92,0.063,2015-02-23
507,0.9413,0.006,0.924,0.07,2015-02-24
508,0.3182,0.0,0.931,0.069,2015-02-25
509,0.9839,0.0,0.855,0.145,2015-02-26
510,0.8126,0.033,0.863,0.104,2015-02-27
511,0.4404,0.0,0.9,0.1,2015-03-04
512,0.9136,0.0,0.867,0.133,2015-03-05
513,0.9864,0.0,0.771,0.229,2015-03-10
514,0.8625,0.049,0.867,0.084,2015-03-11
515,0.4215,0.0,0.92,0.08,2015-03-12
516,0.765,0.0,0.863,0.137,2015-03-13
517,0.979,0.0,0.849,0.151,2015-03-14
518,0.2263,0.072,0.847,0.081,2015-03-16
519,0.2023,0.0,0.945,0.055,2015-03-17
520,0.8555,0.041,0.872,0.087,2015-03-18
521,-0.296,0.03,0.97,0.0,2015-03-19
522,0.9705,0.023,0.833,0.144,2015-03-20
523,0.7906,0.0,0.767,0.233,2015-03-21
524,0.5101,0.071,0.832,0.097,2015-03-23
525,0.128,0.143,0.675,0.182,2015-03-24
526,0.93,0.03,0.903,0.066,2015-03-26
527,0.4404,0.0,0.912,0.088,2015-03-25
528,0.9062,0.0,0.828,0.172,2015-03-31
529,0.872,0.0,0.915,0.085,2015-04-01
