,compound,neg,neu,pos,trading_date
348,0.6124,0.0,0.898,0.102,2016-04-05
349,0.8176,0.018,0.924,0.058,2016-04-06
350,0.6908,0.0,0.934,0.066,2016-04-07
351,0.1779,0.0,0.956,0.044,2016-04-08
352,0.0,0.0,1.0,0.0,2016-04-13
353,-0.4215,0.134,0.782,0.084,2016-04-21
354,-0.4767,0.172,0.728,0.101,2016-04-22
355,0.0,0.0,1.0,0.0,2016-04-26
356,-0.1531,0.053,0.907,0.04,2016-04-28
357,0.0516,0.033,0.918,0.049,2016-04-27
358,0.743,0.044,0.854,0.102,2016-04-29
359,0.7003,0.0,0.833,0.167,2016-04-30
360,0.2263,0.0,0.87,0.13,2016-05-03
361,0.6705,0.0,0.835,0.165,2016-05-04
362,0.6808,0.0,0.752,0.248,2016-05-05
363,0.8442,0.0,0.798,0.202,2016-05-06
364,0.25,0.0,0.964,0.036,2016-05-10
365,0.7579,0.024,0.879,0.097,2016-05-11
366,0.1779,0.0,0.975,0.025,2016-05-12
367,0.0772,0.077,0.816,0.107,2016-05-14
368,0.6486,0.0,0.751,0.249,2016-05-13
369,0.1779,0.038,0.879,0.083,2016-05-16
370,0.5574,0.02,0.9,0.08,2016-05-17
371,0.1779,0.0,0.925,0.075,2016-05-18
372,0.0258,0.0,0.975,0.025,2016-05-20
373,0.5267,0.0,0.761,0.239,2016-05-19
374,0.7906,0.04,0.876,0.084,2016-05-25
375,0.8689,0.0,0.863,0.137,2016-05-26
376,0.1531,0.0,0.933,0.067,2016-05-27
377,0.7269,0.0,0.835,0.165,2016-06-01
378,0.6557,0.049,0.785,0.166,2016-05-31
379,0.2732,0.0,0.877,0.123,2016-06-02
380,-0.128,0.066,0.88,0.054,2016-06-03
381,0.2023,0.055,0.861,0.084,2016-06-07
382,0.5423,0.0,0.87,0.13,2016-06-08
383,-0.6908,0.125,0.771,0.104,2016-06-09
384,0.0258,0.0,0.969,0.031,2016-06-11
385,-0.9403,0.157,0.798,0.044,2016-06-14
386,0.0,0.0,1.0,0.0,2016-06-15
387,-0.1027,0.102,0.806,0.092,2016-06-18
388,0.6808,0.0,0.93,0.07,2016-06-20
389,-0.7783,0.128,0.79,0.082,2016-06-23
390,0.0,0.0,1.0,0.0,2016-06-22
391,0.4215,0.027,0.878,0.095,2016-06-24
392,0.6597,0.0,0.853,0.147,2016-06-26
393,0.1779,0.058,0.862,0.08,2016-06-30
394,0.7906,0.0,0.863,0.138,2016-06-29
395,0.5719,0.023,0.864,0.113,2016-07-07
396,0.743,0.0,0.767,0.233,2016-07-08
397,-0.946,0.094,0.874,0.032,2016-07-12
398,-0.25,0.105,0.822,0.072,2016-07-11
399,0.1779,0.0,0.952,0.048,2016-07-15
400,0.5106,0.0,0.883,0.117,2016-07-19
401,0.7964,0.024,0.872,0.104,2016-07-21
402,0.9217,0.021,0.839,0.139,2016-07-22
403,0.7717,0.028,0.896,0.076,2016-07-26
404,0.9274,0.0,0.832,0.168,2016-07-27
405,0.9382,0.0,0.918,0.082,2016-07-29
406,0.2732,0.054,0.816,0.13,2016-07-28
407,0.5719,0.027,0.89,0.083,2016-07-30
408,0.8519,0.0,0.842,0.158,2016-08-03
409,0.4767,0.0,0.819,0.181,2016-08-08
410,0.3818,0.0,0.931,0.069,2016-08-10
411,0.743,0.0,0.858,0.142,2016-08-12
412,0.296,0.0,0.833,0.167,2016-08-11
413,0.0,0.0,1.0,0.0,2016-08-16
414,0.8126,0.0,0.879,0.121,2016-08-18
415,0.1779,0.0,0.898,0.102,2016-08-20
416,0.0,0.0,1.0,0.0,2016-08-23
417,-0.25,0.041,0.94,0.019,2016-08-26
418,0.6808,0.0,0.842,0.158,2016-08-25
419,0.6597,0.074,0.693,0.233,2016-08-30
420,-0.8591,0.132,0.787,0.081,2016-08-31
421,0.0258,0.069,0.842,0.089,2016-09-01
422,0.0,0.0,1.0,0.0,2016-09-02
423,0.5927,0.0,0.903,0.097,2016-09-03
424,0.7935,0.058,0.788,0.154,2016-09-08
425,0.5574,0.037,0.895,0.069,2016-09-07
426,0.0,0.0,1.0,0.0,2016-09-09
427,0.296,0.0,0.956,0.044,2016-09-12
428,0.3182,0.034,0.886,0.08,2016-09-14
429,-0.7184,0.167,0.833,0.0,2016-09-13
